1,1,123.45,327.55,134.35000000000002,67.34999999999997,1,1,1.0
1,2,732.18,266.05,75.36000000000001,40.55000000000001,1,1,1.0
1,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
2,1,98.31,333.23,138.12,65.99000000000001,1,1,1.0
2,2,718.8,267.74,76.09000000000003,40.81999999999999,1,1,1.0
2,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
3,1,73.18,338.9,141.89,64.65000000000003,1,1,1.0
3,2,705.41,269.43,76.83000000000004,41.089999999999975,1,1,1.0
3,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
4,1,48.04,344.58,145.66,63.29000000000002,1,1,1.0
4,2,692.03,271.12,77.57000000000005,41.360000000000014,1,1,1.0
4,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
5,1,19.1,349.11,154.3,65.52999999999997,1,1,1.0
5,2,678.65,272.81,78.30000000000007,41.629999999999995,1,1,1.0
5,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
6,1,0.0,353.64,149.9,67.75999999999999,1,1,1.0
6,2,665.26,274.5,79.03999999999996,41.89999999999998,1,1,1.0
6,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
7,1,0.0,358.17,123.1,70.0,1,1,1.0
7,2,650.33,276.18,80.44999999999993,42.71999999999997,1,1,1.0
7,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
8,2,635.39,277.86,81.87,43.539999999999964,1,1,1.0
8,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
9,2,620.45,279.54,83.28999999999996,44.35999999999996,1,1,1.0
9,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
10,2,605.52,281.22,84.70000000000005,45.17999999999995,1,1,1.0
10,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
11,2,590.58,282.9,86.12,46.0,1,1,1.0
11,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
12,2,574.63,285.34,87.47000000000003,46.400000000000034,1,1,1.0
12,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
13,2,558.68,287.78,88.82000000000005,46.80000000000001,1,1,1.0
13,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
14,2,542.72,290.22,90.17999999999995,47.19999999999999,1,1,1.0
14,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
15,2,526.77,292.66,91.52999999999997,47.599999999999966,1,1,1.0
15,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
16,2,510.82,295.1,92.88000000000005,48.0,1,1,1.0
16,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
17,2,493.32,297.34,94.63000000000005,49.08000000000004,1,1,1.0
17,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
18,2,475.81,299.58,96.39000000000004,50.160000000000025,1,1,1.0
18,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
19,2,458.31,301.82,98.15000000000003,51.24000000000001,1,1,1.0
19,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,0.0
20,2,440.8,304.06,99.91000000000003,52.31999999999999,1,1,1.0
20,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
21,2,423.3,306.3,101.66000000000003,53.39999999999998,1,1,1.0
21,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
22,2,404.24,309.48,103.75,54.549999999999955,1,1,1.0
22,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
23,2,385.18,312.66,105.83999999999997,55.69,1,1,1.0
23,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
24,2,366.12,315.84,107.92000000000002,56.84000000000003,1,1,1.0
24,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
25,2,347.06,319.02,110.00999999999999,57.98000000000002,1,1,1.0
25,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
26,2,328.0,322.2,112.10000000000002,59.129999999999995,1,1,1.0
26,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
27,2,307.18,325.24,114.0,60.69,1,1,1.0
27,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
28,2,286.36,328.28,115.89999999999998,62.24000000000001,1,1,1.0
28,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
29,2,265.55,331.32,117.78999999999996,63.80000000000001,1,1,1.0
29,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
30,2,244.73,334.36,119.69000000000003,65.34999999999997,1,1,1.0
30,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
31,2,223.91,337.4,121.59,66.91000000000003,1,1,1.0
31,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
32,2,199.04,341.46,126.03999999999999,68.39000000000004,1,1,1.0
32,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
33,2,174.16,345.52,130.50000000000003,69.87,1,1,1.0
33,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
34,2,149.29,349.58,134.95000000000002,71.36000000000001,1,1,1.0
34,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
35,2,124.42,353.64,139.39999999999998,72.84000000000003,1,1,1.0
35,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
36,2,99.55,357.7,143.85000000000002,74.32,1,1,1.0
36,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
37,2,79.64,361.69,140.18,76.29000000000002,1,1,1.0
37,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
38,2,59.73,365.67,136.51000000000002,78.25999999999999,1,1,1.0
38,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
39,2,39.82,369.66,132.84,80.22999999999996,1,1,1.0
39,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
40,2,19.91,373.65,129.17000000000002,82.19,1,1,1.0
40,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
41,2,0.0,377.64,125.5,84.16000000000003,1,1,1.0
41,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
42,2,0.0,377.64,125.5,84.16000000000003,1,1,1.0
42,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
43,2,0.0,377.64,125.5,84.16000000000003,1,1,1.0
43,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
44,2,0.0,377.64,125.5,84.16000000000003,1,1,1.0
44,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
45,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
46,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
47,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
48,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
49,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
50,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
51,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
52,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
53,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
54,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
55,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
56,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
57,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
58,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
59,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
60,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
61,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
62,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
63,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
64,4,883.2,227.1,76.79999999999995,75.79999999999998,1,1,1.0
64,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
65,4,876.88,227.42,83.12,76.95000000000002,1,1,1.0
65,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
66,4,870.56,227.74,89.44000000000005,78.08999999999997,1,1,1.0
66,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
67,4,864.24,228.05,95.75999999999999,79.25,1,1,1.0
67,3,202.32,246.51,102.17000000000002,47.03000000000003,1,1,1.0
